QB_Rank_0,Player,QB_CMP_2,QB_ATT_3,QB_PCT_4,QB_YDS_5,QB_Y/A_6,QB_TD_7,QB_INT_8,QB_SACKS_9,QB_ATT_10,QB_YDS_11,QB_TD_12,QB_FL_13,QB_G_14,QB_FPTS_15,QB_FPTS/G_16,QB_ROST_17,Position,RB_Rank_0,RB_ATT_2,RB_YDS_3,RB_Y/A_4,RB_LG_5,RB_20+_6,RB_TD_7,RB_REC_8,RB_TGT_9,RB_YDS_10,RB_Y/R_11,RB_TD_12,RB_FL_13,RB_G_14,RB_FPTS_15,RB_FPTS/G_16,RB_ROST_17,WR_Rank_0,WR_REC_2,WR_TGT_3,WR_YDS_4,WR_Y/R_5,WR_LG_6,WR_20+_7,WR_TD_8,WR_ATT_9,WR_YDS_10,WR_TD_11,WR_FL_12,WR_G_13,WR_FPTS_14,WR_FPTS/G_15,WR_ROST_16,TE_Rank_0,TE_REC_2,TE_TGT_3,TE_YDS_4,TE_Y/R_5,TE_LG_6,TE_20+_7,TE_TD_8,TE_ATT_9,TE_YDS_10,TE_TD_11,TE_FL_12,TE_G_13,TE_FPTS_14,TE_FPTS/G_15,TE_ROST_16,DST_Rank_0,DST_SACK_2,DST_INT_3,DST_FR_4,DST_FF_5,DST_DEF TD_6,DST_SFTY_7,DST_SPC TD_8,DST_G_9,DST_FPTS_10,DST_FPTS/G_11,DST_ROST_12
,Kene Nwangwu (MIN),,,,,,,,,,,,,,,,,RB,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ty Johnson (BUF),,,,,,,,,,,,,,,,,RB,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jay Finley (CIN),,,,,,,,,,,,,,,,,RB,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shane Bannon (KC),,,,,,,,,,,,,,,,,RB,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kyle Juszczyk (SF),,,,,,,,,,,,,,,,,RB,210,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brandon Bolden (FA),,,,,,,,,,,,,,,,,RB,211,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cordarrelle Patterson (PIT),,,,,,,,,,,,,,,,,RB,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kenny Irons (CIN),,,,,,,,,,,,,,,,,RB,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anthony Alridge (WAS),,,,,,,,,,,,,,,,,RB,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chad Simpson (WAS),,,,,,,,,,,,,,,,,RB,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dantrell Savage (CAR),,,,,,,,,,,,,,,,,RB,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Xavier Omon (SF),,,,,,,,,,,,,,,,,RB,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Samkon Gado (TEN),,,,,,,,,,,,,,,,,RB,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Garrett Mills (NE),,,,,,,,,,,,,,,,,RB,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Madison Hedgecock (NYG),,,,,,,,,,,,,,,,,RB,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dare Ogunbowale (HOU),,,,,,,,,,,,,,,,,RB,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taquan Mizzell (NYG),,,,,,,,,,,,,,,,,RB,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jeremy McNichols (WAS),,,,,,,,,,,,,,,,,RB,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marlon Mack (FA),,,,,,,,,,,,,,,,,RB,224,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alvin Kamara (NO),,,,,,,,,,,,,,,,,RB,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jeff Wilson Jr. (MIA),,,,,,,,,,,,,,,,,RB,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Royce Freeman (DAL),,,,,,,,,,,,,,,,,RB,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Myles Gaskin (MIN),,,,,,,,,,,,,,,,,RB,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nyheim Hines (CLE),,,,,,,,,,,,,,,,,RB,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Patrick Ricard (BAL),,,,,,,,,,,,,,,,,RB,230,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nick Bawden (FA),,,,,,,,,,,,,,,,,RB,231,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jason Cabinda (FA),,,,,,,,,,,,,,,,,RB,232,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,John Kelly Jr. (CLE),,,,,,,,,,,,,,,,,RB,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Keith Smith (FA),,,,,,,,,,,,,,,,,RB,234,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brennan Clay (DEN),,,,,,,,,,,,,,,,,RB,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tim Flanders (NO),,,,,,,,,,,,,,,,,RB,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Willie Carter (CHI),,,,,,,,,,,,,,,,,RB,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ameer Abdullah (LV),,,,,,,,,,,,,,,,,RB,238,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dwayne Washington (DEN),,,,,,,,,,,,,,,,,RB,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kairee Robinson (SEA),,,,,,,,,,,,,,,,,RB,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Antonio Gibson (NE),,,,,,,,,,,,,,,,,RB,241,3,9,3.0,3,0,0,1,1,10,10.0,0,1,1,-0.1,-0.1,52.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Keaontay Ingram (KC),,,,,,,,,,,,,,,,,RB,242,5,-4,-0.8,6,0,0,0,0,0,0,0,0,1,-0.4,-0.4,1.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D'Ernest Johnson (JAC),,,,,,,,,,,,,,,,,RB,243,1,-4,-4.0,0,0,0,0,0,0,0,0,0,1,-0.4,-0.4,2.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jaleel McLaughlin (DEN),,,,,,,,,,,,,,,,,RB,244,0,0,0,0,0,0,1,1,-7,-7.0,0,0,1,-0.7,-0.7,13.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Deon Jackson (FA),,,,,,,,,,,,,,,,,RB,245,13,14,1.1,7,0,0,5,6,14,2.8,0,2,1,-1.2,-1.2,1.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tyreek Hill (MIA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,1,11,15,215,19.5,47,5,2,0,0,0,0,1,33.5,33.5,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brandon Aiyuk (SF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,2,8,8,129,16.1,23,2,2,0,0,0,0,1,24.9,24.9,98.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jakobi Meyers (LV),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,3,9,10,81,9.0,21,1,2,0,0,0,0,1,20.1,20.1,72.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kendrick Bourne (NE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,4,6,11,64,10.7,19,0,2,0,0,0,0,1,18.4,18.4,4.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stefon Diggs (HOU),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,5,10,13,102,10.2,18,0,1,0,0,0,0,1,16.2,16.2,99.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calvin Ridley (TEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,6,8,11,101,12.6,29,2,1,0,0,0,0,1,16.1,16.1,94.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Michael Pittman Jr. (IND),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,7,8,11,97,12.1,39,1,1,0,0,0,0,1,15.7,15.7,97.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Justin Jefferson (MIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,8,9,12,150,16.7,42,4,0,0,0,0,0,1,15.0,15.0,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Romeo Doubs (GB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,9,4,5,26,6.5,13,0,2,0,0,0,0,1,14.6,14.6,44.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rashid Shaheed (NO),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,10,5,6,89,17.8,41,2,1,2,11,0,1,1,14.0,14.0,52.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amon-Ra St. Brown (DET),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,11,6,9,71,11.8,21,1,1,0,0,0,0,1,13.1,13.1,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mike Evans (TB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,12,6,10,66,11.0,28,1,1,0,0,0,0,1,12.6,12.6,98.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jordan Addison (MIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,13,4,6,61,15.3,39,1,1,0,0,0,0,1,12.1,12.1,87.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Puka Nacua (LAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,14,10,15,119,11.9,21,2,0,0,0,0,0,1,11.9,11.9,96.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tutu Atwell (LAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,15,6,8,119,19.8,44,2,0,0,0,0,0,1,11.9,11.9,9.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zay Jones (ARI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,16,5,7,55,11.0,18,0,1,0,0,0,0,1,11.5,11.5,14.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Darnell Mooney (ATL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,17,4,7,53,13.3,23,2,1,0,0,0,0,1,11.3,11.3,36.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chris Olave (NO),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,18,8,10,112,14.0,45,1,0,0,0,0,0,1,11.2,11.2,98.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DeVonta Smith (PHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,19,7,10,47,6.7,13,0,1,0,0,0,0,1,10.7,10.7,97.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DK Metcalf (SEA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,20,3,5,47,15.7,28,1,1,0,0,0,0,1,10.7,10.7,98.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,River Cracraft (MIA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,21,3,5,40,13.3,24,1,1,0,0,0,0,1,10.0,10.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Garrett Wilson (NYJ),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,22,5,5,34,6.8,14,0,1,0,0,0,0,1,9.4,9.4,97.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Courtland Sutton (DEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,23,4,5,32,8.0,15,0,1,0,0,0,0,1,9.2,9.2,82.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zay Flowers (BAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,24,9,10,78,8.7,21,2,0,2,9,0,0,1,8.7,8.7,91.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rashee Rice (KC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,25,3,5,29,9.7,25,1,1,1,-3,0,0,1,8.6,8.6,88.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KaVontae Turpin (DAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,26,2,3,11,5.5,7,0,0,3,14,1,0,1,8.5,8.5,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Keenan Allen (CHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,27,6,9,76,12.7,36,1,0,2,6,0,0,1,8.2,8.2,90.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Josh Reynolds (DEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,28,4,7,80,20.0,33,2,0,0,0,0,0,1,8.0,8.0,7.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nico Collins (HOU),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,29,6,11,80,13.3,26,1,0,0,0,0,0,1,8.0,8.0,95.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A.J. Brown (PHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,30,7,10,79,11.3,23,1,0,0,0,0,0,1,7.9,7.9,99.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jaylen Waddle (MIA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,31,4,5,78,19.5,35,2,0,0,0,0,0,1,7.8,7.8,96.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CeeDee Lamb (DAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,32,4,4,77,19.3,49,1,0,0,0,0,0,1,7.7,7.7,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lil'Jordan Humphrey (DEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,33,2,2,11,5.5,6,0,1,0,0,0,0,1,7.1,7.1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Trey Palmer (TB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,34,2,3,8,4.0,7,0,1,0,0,0,0,1,6.8,6.8,1.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davante Adams (LV),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,35,6,9,66,11.0,18,0,0,0,0,0,0,1,6.6,6.6,99.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DeAndre Hopkins (TEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,36,7,13,65,9.3,16,0,0,0,0,0,0,1,6.5,6.5,90.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Allen Robinson II (NYG),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,37,5,8,64,12.8,31,1,0,0,0,0,0,1,6.4,6.4,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Deebo Samuel Sr. (SF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,38,5,7,55,11.0,22,1,0,2,8,0,0,1,6.3,6.3,98.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elijah Moore (CLE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,39,3,7,43,14.3,33,1,0,2,19,0,0,1,6.2,6.2,23.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Michael Thomas (FA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,40,5,8,61,12.2,25,1,0,0,0,0,0,1,6.1,6.1,16.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Xavier Gipson (NYJ),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,41,0,0,0,0,0,0,0,0,0,0,0,1,6.0,6.0,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Curtis Samuel (BUF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,42,5,5,54,10.8,32,1,0,1,6,0,0,1,6.0,6.0,51.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nick Westbrook-Ikhine (TEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,43,4,7,58,14.5,24,2,0,0,0,0,0,1,5.8,5.8,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hollywood Brown (KC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,44,3,5,28,9.3,11,0,0,1,29,0,0,1,5.7,5.7,78.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Robert Woods (HOU),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,45,6,10,57,9.5,19,0,0,0,0,0,0,1,5.7,5.7,2.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chris Godwin (TB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,46,5,6,51,10.2,16,0,0,0,0,0,0,1,5.1,5.1,89.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marquez Valdes-Scantling (BUF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,47,2,2,48,24.0,34,1,0,0,0,0,0,1,4.8,4.8,1.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diontae Johnson (CAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,48,3,6,48,16.0,26,1,0,0,0,0,0,1,4.8,4.8,82.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jayden Reed (GB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,49,2,5,48,24.0,30,1,0,1,-2,0,0,1,4.6,4.6,77.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Allen Lazard (NYJ),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,50,2,4,46,23.0,24,2,0,0,0,0,0,1,4.6,4.6,4.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mike Williams (NYJ),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,51,4,5,45,11.3,24,1,0,0,0,0,0,1,4.5,4.5,45.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rondale Moore (ATL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,52,3,3,33,11.0,31,1,0,2,12,0,0,1,4.5,4.5,5.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Justin Watson (KC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,53,2,4,45,22.5,26,1,0,0,0,0,0,1,4.5,4.5,1.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Braxton Berrios (MIA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,54,3,5,42,14.0,16,0,0,0,0,0,0,1,4.2,4.2,1.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ja'Marr Chase (CIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,55,5,9,39,7.8,12,0,0,1,2,0,0,1,4.1,4.1,99.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jahan Dotson (WAS),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,56,5,7,40,8.0,14,0,0,0,0,0,0,1,4.0,4.0,31.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DeMario Douglas (NE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,57,4,7,40,10.0,23,1,0,0,0,0,0,1,4.0,4.0,23.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calvin Austin III (PIT),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,58,6,6,37,6.2,13,0,0,0,0,0,0,1,3.7,3.7,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amari Cooper (CLE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,59,3,7,37,12.3,20,1,0,0,0,0,0,1,3.7,3.7,91.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Odell Beckham Jr. (MIA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,60,2,3,37,18.5,29,1,0,0,0,0,0,1,3.7,3.7,32.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,George Pickens (PIT),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,61,5,7,36,7.2,9,0,0,0,0,0,0,1,3.6,3.6,87.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rashod Bateman (BAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,62,3,3,35,11.7,18,0,0,0,0,0,0,1,3.5,3.5,9.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tank Dell (HOU),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,63,3,4,34,11.3,13,0,0,0,0,0,0,1,3.4,3.4,60.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JuJu Smith-Schuster (NE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,64,4,7,33,8.3,15,0,0,0,0,0,0,1,3.3,3.3,6.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gabe Davis (JAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,65,2,4,32,16.0,26,1,0,0,0,0,0,1,3.2,3.2,53.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mack Hollins (BUF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,66,3,4,31,10.3,11,0,0,0,0,0,0,1,3.1,3.1,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brandon Johnson (DEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,67,2,3,31,15.5,21,1,0,0,0,0,0,1,3.1,3.1,2.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,K.J. Osborn (NE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,68,3,6,31,10.3,19,0,0,0,0,0,0,1,3.1,3.1,15.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Terry McLaurin (WAS),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,69,2,4,31,15.5,19,0,0,0,0,0,0,1,3.1,3.1,89.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Josh Downs (IND),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,70,3,7,30,10.0,22,1,0,0,0,0,0,1,3.0,3.0,27.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Treylon Burks (TEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,71,2,3,18,9.0,14,0,0,1,9,0,0,1,2.7,2.7,5.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DJ Moore (CHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,72,2,2,25,12.5,14,0,0,0,0,0,0,1,2.5,2.5,97.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
